업체명,연락처,업종,업태,행정동,도로명 주소,위도,경도,데이터 기준일자
대우수산,054-255-2959,도소매,도소매,용흥동,경상북도 포항시 북구 새마을로 23(용흥동),36.0382532,129.357126,2019-08-07
행복한 서점 우현점,,도소매,도소매,우창동,"경상북도 포항시 북구 우창동로 40, 1층 107호(우현동, 우현프라자)",36.055413,129.3630446,2019-08-07
Zaggu(자꾸),,소매,소매,흥해읍,경상북도 포항시 북구 흥해읍 흥해로 27-1,36.1082229,129.3450168,2019-08-07
경빈석유,054-261-1818,소매,소매,흥해읍,경상북도 포항시 북구 흥해읍 용금길11번길 1,36.1411601,129.3508355,2019-08-07
진혁회수산,,도소매,도소매,중앙동,경상북도 포항시 북구 대신로30번길 5(대신동),36.0468803,129.3685642,2019-08-07
이엠시대,054-242-3188,도소매,도소매,장량동,"경상북도 포항시 북구 새천년대로 1235,106-2704(장성동,두산위브더제니스)",36.0748316,129.3818481,2019-08-07
육풍,,음식,음식,장량동,경상북도 포항시 북구 장량로 224(양덕동),36.0815771,129.4047467,2019-08-07
Modera Coffee(모데라 커피),,음식,음식,장량동,"경상북도 포항시 북구 천마로71번길 21, 2층(장성동)",36.0828594,129.3945777,2019-08-07
어쩌다어른,,음식,음식,장량동,"경상북도 포항시 북구 삼흥로62번길 16-19, 1층(장성동)",36.0666563,129.3807075,2019-08-07
해성유통 (제임스딘),,도소매,도소매,장량동,"경상북도 포항시 북구 천마로72번길 28, 102(양덕동)",36.082871,129.400013,2019-08-07
금방여우,054-242-1133,도소매,도소매,장량동,"경상북도 포항시 북구 법원로 165, 1층 102호(양덕동,금성빌딩)",36.0896514,129.3874445,2019-08-07
네파포항양덕점,,도소매,도소매,장량동,경상북도 포항시 북구 장량로 154(양덕동),36.0815574,129.3972018,2019-08-07
행복한서점 이동점,1577-5947,소매,소매,대이동,경상북도 포항시 남구 대이로 191(이동),36.0318592,129.3381776,2019-08-07
콩꼬물포항이동점,054-283-5700,음식,음식,대이동,경상북도 포항시 남구 대이로 103(대잠동),36.0243206,129.3406749,2019-08-07
편대장영화식당,054-277-2655,음식,음식,대이동,"경상북도 포항시 남구 포스코대로 66, A동 1,2,4층(이동)",36.0259596,129.3330498,2019-08-07
경북주류,,도매,도매,대이동,경상북도 포항시 남구 새천년대로474번길 18-1(대잠동),36.0166535,129.3487125,2019-08-07
포항혼수방,054-246-8979,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장5길 2-1(죽도동),36.0352601,129.3668156,2019-08-07
포항수협 10번 중매인,,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장1길 33(죽도동),36.0362603,129.3688268,2019-08-07
청하싱크,054-277-1020,제조,제조,죽도동,경상북도 포항시 북구 죽도로 74(죽도동),36.0328944,129.3684715,2019-08-07
해진상사,054-231-1996,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장14길 10-13(죽도동),36.0341808,129.3686471,2019-08-07
아모레카운셀러,,소매,소매,죽도동,"경상북도 포항시 북구 중흥로 238, 2층(죽도동)",36.0242915,129.3595886,2019-08-07
보호자식당 샘물가,054-289-1688,음식,음식,상대동,"경상북도 포항시 남구 포스코대로 351, 9층(대도동)",36.0177172,129.3622256,2019-08-07
흥해한우왕곰탕,054-282-2225,음식,음식,상대동,"경상북도 포항시 남구 상공로 121, 가동 1층 1호(대도동)",36.0185021,129.3609227,2019-08-07
왕자보세,,소매,소매,죽도동,경상북도 포항시 북구 죽도시장7길 11-2 (죽도동),36.0361654,129.3669699,2019-08-07
쿠우쿠우 포항점,054-242-6274,음식,음식,중앙동,"경상북도 포항시 북구 중앙로 273 (상원동, 9층)",36.0374302,129.3650502,2019-08-07
영일만스포츠클럽,054-253-7330,교육,교육,장량동,"경상북도 포항시 북구 새천년대로 1460(양덕동, 양덕한마음체육관)",36.0778644,129.4066291,2019-08-07
한국관광명품관(포항점),,소매,소매,호미곶면,경상북도 포항시 남구 호미곶면 해맞이로150번길 20,36.0778257,129.5682487,2019-08-07
구룡포농협호미곶지점,054-284-9181,소매,소매,호미곶면,경상북도 포항시 남구 호미곶면 해맞이로 169,36.077357,129.5624228,2019-08-07
오가피제탕원,,제조,제조,효곡동,"경상북도 포항시 남구 효자동길 8, 137호 (효자동, 효곡종합상가)",36.0084507,129.3303907,2019-08-07
㈜영일자동차번호판제작소,054-277-2005,제조,제조,상대동,경상북도 포항시 남구 희망대로 799(대도동),36.0097685,129.360339,2019-08-07
고기이야기,054-276-1259,도소매,도소매,효곡동,경상북도 포항시 남구 효성로 56(효자동),36.0058922,129.3398168,2019-08-07
스피드메이트 득량점,054-277-3221,"서비스,도소매업","서비스,도소매업",양학동,경상북도 포항시 북구 새천년대로 515(득량동),36.021065,129.3493622,2019-08-07
월마트정육점,,도소매,도소매,우창동,경상북도 포항시 북구 우창로 10(우현동),36.0547433,129.3592816,2019-08-07
스피드메이트 우현중앙점,054-244-1201,서비스,서비스,우창동,경상북도 포항시 북구 소티재로 11(우현동),36.0534474,129.3585101,2019-08-07
스피드메이트 해돋이점,054-247-7001,서비스,서비스,두호동,경상북도 포항시 북구 삼호로 291(두호동),36.06366,129.3818482,2019-08-07
캐럿,054-247-9073,소매,소매,중앙동,경상북도 포항시 북구 중앙상가4길 17(상원동),36.037959,129.3647912,2019-08-07
화진주유소,054-275-5182,소매,소매,송라면,경상북도 포항시 북구 송라면 동해대로 3282,36.25563,129.3729725,2019-08-07
미즈앤맘병원,054-250-3500,보건,보건,장량동,"경상북도 포항시 북구 장량로 36, 1층(장성동)",36.0824295,129.3843039,2019-08-07
에뜨리아 베이커리,,음식,음식,우창동,경상북도 포항시 북구 우창동로 30 (우현동),36.0549456,129.3623686,2019-08-07
신라보석,054-277-6866,소매,소매,양학동,경상북도 포항시 북구 대이로 180 (득량동),36.0310225,129.3391713,2019-08-07
S전기조명,054-262-1812,도소매,도소매,흥해읍,경상북도 포항시 북구 흥해읍 동해대로 1524-21,36.1084886,129.3445748,2019-08-07
북포항종합자동차정비,054-241-4300,서비스,서비스,우창동,경상북도 포항시 북구 소티재로 128(우현동),36.0630267,129.3529538,2019-08-07
계명대 라온 태권도,054-278-7822,교육,교육,대이동,"경상북도 포항시 남구 대이로 169-2, 301(이동,주영빌딩)",36.0300335,129.338904,2019-08-07
소낙스 포항남구점,054-285-2021,소매,소매,대이동,경상북도 포항시 남구 새천년대로 448-1(대잠동),36.0155232,129.3458688,2019-08-07
다온치과,054-275-6109,보건,보건,장량동,"경상북도 포항시 북구 새천년대로 1289, 2층(장성동,죽천빌딩)",36.0754839,129.3879581,2019-08-07
제일온누리약국,054-256-4119,소매,소매,장량동,"경상북도 포항시 북구 새천년대로 1126, 1층 103호(장성동)",36.0690666,129.3727116,2019-08-07
까페 법원점 모캄보,054-251-0051,음식,음식,장량동,"경상북도 포항시 북구 장량주택로4번길 11,  1,2층(양덕동)",36.087529,129.3906202,2019-08-07
포전사,054-244-7103,도소매,도소매,중앙동,경상북도 포항시 북구 중앙로 283-1(상원동),36.0381873,129.3654992,2019-08-07
한주소금,054-231-7650,도소매,도소매,죽도동,경상북도 포항시 북구 해동로 173번길 7(죽도동),36.0343529,129.36942,2019-08-07
헤어살롱비앤지,054-246-1812,서비스,서비스,연일읍,경상북도 포항시 남구 연일읍 유강길 16,36.0048854,129.3194726,2019-08-07
PH무진종합상사,054-285-6996,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 동문로40번길 11,35.9933362,129.3530132,2019-08-07
콜마트해도점,054-282-1186,소매,소매,해도동,"경상북도 포항시 남구 희망대로 851-10, 101호(해도동)",36.0111811,129.3661182,2019-08-07
놀부산업,054-283-1367,제조,제조,해도동,경상북도 포항시 남구 희망대로 995(해도동),36.0203421,129.3746737,2019-08-07
청수탕,054-272-5732,서비스,서비스,해도동,경상북도 포항시 남구 상공로234번길 33(해도동),36.0199797,129.3723591,2019-08-07
(사)제철복지회복지센타,054-221-9113,음식,음식,중앙동,경상북도 포항시 남구 동해안로 6262 (동촌동),35.9986201,129.3826367,2019-08-07
신화,054-231-1622,도소매,도소매,우창동,"경상북도 포항시 북구 아치로 81, 1층 (우현동)",36.0516056,129.3528694,2019-08-07
대덕식육식당,,음식,음식,효곡동,경상북도 포항시 남구 효성로52번길 5-1(효자동),36.0055039,129.3397586,2019-08-07
코아이비인후과산부인과의원,054-250-6691,보건,보건,대이동,경상북도 포항시 남구 시청로 5(대잠동),36.0181554,129.341997,2019-08-07
비락우유대리점,054-272-1413,도소매,도소매,상대동,"경상북도 포항시 남구 양학천로88번길 15, 1층(대도동)",36.0205364,129.3621316,2019-08-07
한강상사,054-277-6161,도소매,도소매,상대동,경상북도 포항시 남구 상도로 38(상도동),36.0124973,129.3536012,2019-08-07
팔팔석유,054-242-0304,소매,소매,오천읍,경상북도 포항시 남구 오천읍 문덕로63번길 17,35.9571015,129.404817,2019-08-07
바니펫,054-293-2578,도소매,도소매,오천읍,"경상북도 포항시 남구 오천읍 정몽주로 627-1, 1층상가",35.9740458,129.4143749,2019-08-07
곱삼시대,,음식,음식,오천읍,"경상북도 포항시 남구 오천읍 냉천로298번길 45, 1층",35.9677585,129.4048274,2019-08-07
포스사,054-611-6114,도소매,도소매,장량동,"경상북도 포항시 북구 법원로79번길 29, 101호(장성동)",36.0818258,129.3820668,2019-08-07
삼삼수산2호점,,도소매,도소매,죽도동,"경상북도 포항시 북구 죽도로68번길 19, 513호(죽도동, 송정한일맨션)",36.0318521,129.3694627,2019-08-07
세븐모터스,054-273-9727,서비스,서비스,죽도동,경상북도 포항시 북구 양학천로 97(죽도동),36.0222747,129.3602018,2019-08-07
안태권 한의원,054-255-7585,보건,보건,중앙동,경상북도 포항시 북구 학전로 30(항구동),36.0554686,129.3745469,2019-08-07
팔팔가스,054-278-7783,소매,소매,연일읍,경상북도 포항시 남구 연일읍 중단길 5-3,35.9914618,129.3242112,2019-08-07
주식회사 태평,054-262-1555,음식,음식,송라면,경상북도 포항시 북구 송라면 동해대로 3258,36.2531061,129.3721417,2019-08-07
포항골동품공예,054-254-5888,소매,소매,연일읍,경상북도 포항시 남구 연일읍 유강리 118-4,36.0046725,129.3220332,2019-08-07
포항농산,054-242-2587,도소매,도소매,송도동,경상북도 포항시 남구 송림로89번길 4-1(송도동),36.0378004,129.3740675,2019-08-07
대송스크린골프,054-286-0234,서비스,서비스,대송면,경상북도 포항시 남구 대송면 대송로 13,35.9842288,129.3610686,2019-08-07
미또미,,음식,음식,죽도동,경상북도 포항시 북구 중흥로 345(죽도동),36.0326502,129.3654481,2019-08-07
슈슈팩토리,,도소매,도소매,죽도동,경상북도 포항시 북구 중흥로 345(죽도동),36.0326502,129.3654481,2019-08-07
덕창 상회,,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장4길 19-1(죽도동),36.0337438,129.367197,2019-08-07
오대양푸드,054-251-6681,도소매,도소매,중앙동,경상북도 포항시 북구 칠성로51번길 5-7(남빈동),36.0372027,129.3673416,2019-08-07
포항 엘리시아 산후조리원,054-248-0110,서비스,서비스,장량동,경상북도 포항시 북구 법원로98번길 12 (장성동),36.0834046,129.3867918,2019-08-07
수산복해,,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 27,36.0054511,129.3217917,2019-08-07
포항한우곱창,054-282-8253,음식,음식,효곡동,경상북도 포항시 남구 효성로 12-11(효자동),36.0057682,129.3349895,2019-08-07
헤어풀(full)마켓,,소매,소매,효곡동,"경상북도 포항시 남구 효성로 79, 1층(효자동,효자빌딩)",36.0059548,129.3425073,2019-08-07
롯데리아 포항효자점,054-282-2611,음식,음식,효곡동,경상북도 포항시 남구 효자동길1번길 12(효자동),36.0074258,129.3290982,2019-08-07
화목식당,054-278-6591,음식,음식,효곡동,"경상북도 포항시 남구 효자동길10번길 15, 1층(효자동)",36.0086766,129.3313906,2019-08-07
엘로이헤어샬롱,054-615-8555,서비스,서비스,효곡동,"경상북도 포항시 남구 효자동길 4, 1층(효자동)",36.0080086,129.3302858,2019-08-07
중앙떡방아간,054-276-5498,제조,제조,구룡포읍,경상북도 포항시 남구 구룡포읍 호미로221번길 11,35.9894304,129.5539873,2019-08-07
백두수산,054-242-9684,도소매,도소매,중앙동,경상북도 포항시 북구 동빈로 1(남빈동),36.0371807,129.3682201,2019-08-07
포항농협중도매인 제51호,,도소매,도소매,죽도동,경상북도 포항시 북구 해동로173번길 5(죽도동),36.0343039,129.3697453,2019-08-07
충청상회,,도소매,도소매,죽도동,경상북도 포항시 북구 죽도로 63(죽도동),36.0331719,129.3674832,2019-08-07
상일이엔지,054-274-0077,건설,건설,중앙동,경상북도 포항시 북구 대신로7번길 25(덕수동),36.0449398,129.3653138,2019-08-07
포항시니어클럽 (클린토이앤워시),054-249-9279,서비스,서비스,중앙동,"경상북도 포항시 북구 장미길 31-1, 1층(학산동)",36.0514343,129.3635129,2019-08-07
연우기획악기사,054-247-8066,소매,소매,중앙동,경상북도 포항시 북구 서동로 66(신흥동),36.0407653,129.3649616,2019-08-07
신통치킨,054-253-9985,음식,음식,장량동,"경상북도 포항시 북구 양덕로50번길 6, 101호(양덕동)",36.0829296,129.4027247,2019-08-07
아이조아한의원,054-275-7576,보건,보건,장량동,"경상북도 포항시 북구 천마로 55(양덕동,양덕빌딩4층)",36.0814988,129.3965723,2019-08-07
도미노피자포항장량점,,음식,음식,장량동,경상북도 포항시 북구 새천년대로1249번길 46(장성동),36.0773638,129.380864,2019-08-07
세븐일레븐포항원동점,054-293-5777,소매,소매,오천읍,경상북도 포항시 남구 오천읍 남원로 45,35.9703849,129.4046605,2019-08-07
헤어예감,054-273-8830,서비스,서비스,해도동,경상북도 포항시 남구 중앙로 110 (해도동),36.0230106,129.3688248,2019-08-07
큐리온유한회사,,도소매,도소매,해도동,"경상북도 포항시 남구 축항로 21, 2층 (해도동)",36.0290043,129.3707704,2019-08-07
건축카페정원,054-272-0693,음식,음식,대이동,경상북도 포항시 남구 대이로60번길 14-4 (대잠동),36.020586,129.3423093,2019-08-07
인유어버거,,음식,음식,대이동,"경상북도 포항시 남구 대이로 145, 1층 102호(이동,비전빌딩)",36.0279457,129.3397741,2019-08-07
뚜레쥬르 포항우현점,054-247-7676,음식,음식,우창동,경상북도 포항시 북구 중앙로 419번길 24(우현동),36.0503768,129.3599362,2019-08-07
도린(DOREEN),,소매,소매,중앙동,경상북도 포항시 북구 중앙상가3길 11(대흥동),36.0372473,129.3637659,2019-08-07
조선시대,054-242-8448,도소매,도소매,중앙동,"경상북도 포항시 북구 용당로91번길 18, 1층(대흥동)",36.0367982,129.3609548,2019-08-07
수산나패션,054-248-1836,소매,소매,죽도동,경상북도 포항시 북구 죽도시장3길 3-13(죽도동),36.0352572,129.3657366,2019-08-07
송도점 현대자동차,054-243-8204,서비스,서비스,송도동,경상북도 포항시 남구 송림로 106(송도동),36.0392527,129.3748388,2019-08-07
송림통닭,054-252-7899,음식,음식,송도동,경상북도 포항시 남구 희망대로 1171-1(송도동),36.0340488,129.3805315,2019-08-07
석천어상자,054-284-2100,소매,소매,구룡포읍,경상북도 포항시 남구 구룡포읍 병포길 23(구룡포읍),35.9854169,129.551023,2019-08-07
정문약국,054-275-7457,소매,소매,상대동,경상북도 포항시 남구 포스코대로 353 (대도동),36.0174012,129.3620857,2019-08-07
조은상사,,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 자명리 560,36.0100524,129.3049122,2019-08-07
김학동한의원,054-278-7582,보건,보건,죽도동,경상북도 포항시 북구 중흥로 239(죽도동),36.0247015,129.3592602,2019-08-07
못된고양이,070-4296-5513,소매,소매,중앙동,"경상북도 포항시 북구 중앙상가길 30(대흥동,1층)",36.0376967,129.363795,2019-08-07
쿠바,,음식,음식,장량동,경상북도 포항시 북구 장량로18번길 67 (장성동),36.0765371,129.3826496,2019-08-07
de MARE,054-242-5370,소매,소매,장량동,"경상북도 포항시 북구 천마로72번길 35, 602동 103호(양덕동,삼구트리니엔)",36.0832354,129.4009738,2019-08-07
티에르홈,,도소매,도소매,중앙동,경상북도 포항시 북구 중앙로 274-2 (상원동),36.0373615,129.3656041,2019-08-07
노아의 창,054-282-9995,도소매,도소매,죽도동,경상북도 포항시 북구 중흥로 322 (죽도동),36.0305031,129.3645559,2019-08-07
태성수산,,도소매,도소매,죽도동,경상북도 포항시 북구 칠성로51번길 6-1(남빈동),36.037339,129.3679869,2019-08-07
포항수협중매인 110번,,도소매,도소매,송도동,"경상북도 포항시 남구 희망대로 1308, 10호(송도동)",36.0461583,129.3786909,2019-08-07
경동푸드,1800-5580,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장13길 9 (죽도동),36.0360244,129.3684941,2019-08-07
㈜대한공구자재백화점,054-283-3333,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 철강로 123-2,35.9895541,129.3565329,2019-08-07
형산두채,054-244-4247,기타,기타,기계면,경상북도 포항시 북구 기계면 학야길215번길 26,36.0511,129.1991538,2019-08-07
리플러스,,도소매,도소매,장량동,경상북도 포항시 북구 법원로140번길 23 (장성동),36.0869274,129.3886427,2019-08-07
한성가스,054-272-4035,소매,소매,효곡동,경상북도 포항시 남구 새천년대로 323 (효자동),36.0082346,129.3360908,2019-08-07
순수치킨,054-272-9982,음식,음식,효곡동,경상북도 포항시 남구 효자동길7번길 5-1 (효자동),36.007953,129.329426,2019-08-07
카페봄봄이동점,054-272-9464,음식,음식,양학동,"경상북도 포항시 남구 대이로 149, 103호 (이동)",36.0283431,129.3396857,2019-08-07
맥섬석메디칼,,소매,소매,죽도동,경상북도 포항시 북구 죽도시장14길 10 (죽도동),36.0344557,129.3688878,2019-08-07
양덕IC주유소,054-273-8221,도소매,도소매,장량동,경상북도 포항시 북구 삼흥로 425 (양덕동),36.0965757,129.3726269,2019-08-07
포메인,054-273-1160,음식,음식,대이동,경상북도 포항시 남구 포스코대로 127 (이동),36.0260529,129.3399115,2019-08-07
까치미용실,054-284-5128,서비스,서비스,동해면,"경상북도 포항시 남구 동해면 일월로 144, B동 10호(영남상가)",35.9878008,129.4490665,2019-08-07
청춘 감성쌀핫도그,054-253-5509,음식,음식,우창동,경상북도 포항시 북구 우창동로 76,36.0569967,129.3660626,2019-08-07
다옴다방,054-283-1009,음식,음식,죽도동,경상북도 포항시 북구 죽도로28번길 20 (죽도동),36.0325514,129.362837,2019-08-07
워시엔 조이(포항 장성점),,서비스,서비스,장량동,경상북도 포항시 북구 장성로 69-10(장성동),36.0825023,129.3915194,2019-08-07
앞발뒷발(양덕본점),054-256-6550,음식,음식,장량동,경상북도 포항시 북구 법원로 166(양덕동),36.0895308,129.3879189,2019-08-07
포항연탄,054-241-3131,소매,소매,흥해읍,경상북도 포항시 북구 흥해읍 달전로 394-50,36.0763781,129.3418468,2019-08-07
송도상회,054-246-7942,도소매,도소매,흥해읍,경상북도 포항시 북구 흥해읍 신흥로675번길 8,36.1137921,129.3167354,2019-08-07
무한대식품,054-246-9410,도소매,도소매,죽도동,경상북도 포항시 북구 죽도시장4길 20-8(죽도동),36.0335124,129.3667266,2019-08-07
포항제일약국,054-278-7575,도소매,도소매,죽도동,경상북도 포항시 북구 중흥로 325(죽도동),36.0312949,129.3644551,2019-08-07
맛나한정식,054-272-4601,음식,음식,상대동,"경상북도 포항시 남구 중흥로61번길 8-1, 1층(상도동)",36.0118064,129.3480561,2019-08-07
황수경유외과의원,054-252-4655,보건,보건,상대동,경상북도 포항시 남구 희망대로 797(대도동),36.0096466,129.3601133,2019-08-07
대동LPG,054-273-7760,소매,소매,효곡동,경상북도 포항시 남구 새천년대로 216(효자동),36.0050004,129.3253013,2019-08-07
부산가야밀면,,음식,음식,흥해읍,경상북도 포항시 북구 흥해읍 달전로 36-2,36.0483398,129.3300688,2019-08-07
GS25 포항금호점,054-251-6125,도소매,도소매,우창동,경상북도 포항시 북구 우창동로158번길 4(창포동),36.0620882,129.3655093,2019-08-07
술묵꼬 밥묵꼬,054-256-7090,음식,음식,장량동,"경상북도 포항시 북구 천마로72번길 18, 1층 103호(양덕동)",36.0828342,129.3988964,2019-08-07
이원건강의료기 죽도시장점,054-248-1223,도소매,도소매,죽도동,경상북도 포항시 북구 중앙로 249(죽도동),36.0350735,129.3651263,2019-08-07
포항농협 채소중도매인100호,054-256-3103,도소매,도소매,죽도동,경상북도 포항시 북구 해동로173번길 5(죽도동),36.0343039,129.3697453,2019-08-07
알퐁소,054-251-8070,소매,소매,중앙동,경상북도 포항시 북구 중앙로 307(상원동),36.0402025,129.3662834,2019-08-07
국민가스,054-283-3432,소매,소매,연일읍,경상북도 포항시 남구 연일읍 철강로41번길 5-1,35.9919965,129.3476078,2019-08-07
수메디칼,054-272-0681,도소매,도소매,죽도동,경상북도 포항시 북구 새천년대로 544(죽도동),36.0228917,129.35155,2019-08-07
메트로시티 주유소,054-277-5149,도소매,도소매,대이동,경상북도 포항시 남구 포스코대로 54(이동),36.0269192,129.3319503,2019-08-07
주식회사 축산랜드,054-282-8899,도소매업,도소매업,장량동,경상북도 포항시 북구 장량로262번길 23(양덕동),36.0806488,129.4101412,2019-08-07
세일주유소,054-274-3100,도소매업,도소매업,우창동,경상북도 포항시 북구 소티재로 163(우현동),36.0658878,129.3508358,2019-08-07
덴트샵,054-282-9981,서비스업,서비스업,양학동,경상북도 포항시 북구 새천년대로 549-3(득량동),36.0235239,129.3511691,2019-08-07
벧엘의원,,보건업,보건업,오천읍,"경상북도 포항시 남구 오천읍 원동로 3, 205(2층)",35.9634419,129.4027108,2019-08-07
파스쿠찌포항시청점,,음식점업,음식점업,대이동,경상북도 포항시 남구 대이로 39(대잠동),36.0188474,129.3418131,2019-08-07
지에스25지곡그린점,054-281-2356,도소매업,도소매업,효곡동,경상북도 포항시 남구 지곡로 340(지곡동),36.032181,129.3160138,2019-08-07
GS25지곡애드빌점,054-278-2357,소매업,소매업,효곡동,"경상북도 포항시 남구 지곡로 257, 1층 101호, 102호(지곡동)",36.0292155,129.3238992,2019-08-07
TG패션,054-283-9115,도매,도매,해도동,경상북도 포항시 남구 중앙로 54(해도동),36.0179457,129.3701243,2019-08-07
스피드메이트 V2010,054-273-5178,"서비스업, 도소매업","서비스업, 도소매업",해도동,경상북도 포항시 남구 중앙로 52(해도동),36.0177978,129.3702144,2019-08-07
수정목욕탕,054-283-3402,개인서비스업,개인서비스업,해도동,경상북도 포항시 남구 상공로 229(해도동),36.0231402,129.3707526,2019-08-07
대림꽃도매,054-282-3839,소매업,소매업,해도동,경상북도 포항시 남구 해도동 505-12,36.0281828,129.3749278,2019-08-07
금강상사,054-278-7413,도소매업,도소매업,상대동,경상북도 포항시 남구 상도로16번길 10-2(상도동),36.0103951,129.3528554,2019-08-07
죽도시장 노점 1,,소매,,죽도동,"경상북도 포항시 남구 운하로 136, 101동 1201호(송도동,송도세잔베르체)",36.0358929,129.3712423,2019-08-07
죽도시장 노점 2,,소매,,죽도동,"경상북도 포항시 북구 중앙로 419번길 21, 103동 1105호(우현동,대동우방타운)",36.0495396,129.3603989,2019-08-07
죽도시장 노점 3,,도소매,,죽도동,경상북도 포항시 북구 죽도시장1길 27 (죽도동),36.0360963,129.3681212,2019-08-07
죽도시장 노점 4,,도소매,,죽도동,"경상북도 포항시 남구 운하로36번길 29-2, 나동 301호 (송도동,강변주택)",36.0286515,129.3788341,2019-08-07
죽도시장 노점 5,,도소매,,죽도동,"경상북도 포항시 남구 축항로84번길 7, 가동 103호 (송도동,한성아파트)",36.0292667,129.3784875,2019-08-07
죽도시장 노점 7,,도소매,,죽도동,"경상북도 포항시 북구 흥해읍 중성로52번길 12, 207호(우성크리스탈2차)",36.1079654,129.3487375,2019-08-07
죽도시장 노점 8,,도소매,,죽도동,"경상북도 포항시 북구 죽도로68번길 19, 509호(죽도동,송정한일맨션)",36.0318521,129.3694627,2019-08-07
죽도시장 노점 9,,도소매,,죽도동,"경상북도 포항시 남구 서동로 162, 101동 501호(송도동,태왕아너스오션)",36.0393314,129.3759103,2019-08-07
죽도시장 노점 10,,도소매,,죽도동,"경상북도 포항시 북구 삼흥로100번길 43, 101동 1206호(두호동, 산호녹원맨션)",36.0695691,129.3840988,2019-08-07
죽도시장 노점 11,,도소매,,죽도동,"경상북도 포항시 북구 우미길 90, 1701호(용흥동,하나로타운1차)",36.0467583,129.3547875,2019-08-07
죽도시장 노점 12,,도소매,,죽도동,"경상북도 포항시 남구 오천읍 해병로 329-1, 151호(문화주택)",35.9661013,129.4109191,2019-08-07
죽도시장 노점 13,,도소매,,죽도동,"경상북도 포항시 남구 송림로55번길 8, 203호(송도동)",36.0347499,129.3743479,2019-08-07
죽도시장 노점 14,,도소매,,죽도동,"경상북도 포항시 북구 해동로 265, 702호(동빈1가,블루뷰)",36.0429386,129.3703249,2019-08-07
죽도시장 노점 15,,도소매,,죽도동,"경상북도 포항시 북구 탑산길 68, 101동 1603호(용흥동,삼성푸른아파트)",36.0376353,129.3522598,2019-08-07
죽도시장 노점 16,,도소매,,죽도동,경상북도 포항시 북구 죽도시장11길 4-8(죽도동),36.0355368,129.3683666,2019-08-07
죽도시장 노점 17,,도소매,,죽도동,"경상북도 포항시 북구 죽도로28번길 6, 101동 902호(죽도동,신성펠리스)",36.0335831,129.3633797,2019-08-07
죽도시장 노점 18,,도소매,,죽도동,"경상북도 포항시 남구 상공로104번길 31, 1동 301호(대도동,대경빌라)",36.0156289,129.3633165,2019-08-07
죽도시장 노점 19,,도소매,,죽도동,"경상북도 포항시 북구 삼호로 391, 104동 602호(환호동,환호해맞이그린빌)",36.0699147,129.3914206,2019-08-07
죽도시장 노점 20,,도소매,,죽도동,"경상북도 포항시 북구 삼흥로100번길 52, 202호(두호동,천호한마음아파트)",36.068894,129.3833346,2019-08-07
죽도시장 노점 21,,도소매,,죽도동,"경상북도 포항시 남구 오천읍 철강로 685, 102동 1103호(준양참마을)",35.963896,129.4014177,2019-08-07
죽도시장 노점 22,,도소매,,죽도동,"경상북도 포항시 북구 새천년대로631번길 14, 105동 1602호(용흥동,양학산KCC스위첸)",36.0298867,129.3544311,2019-08-07
죽도시장 노점 23,,도소매,,죽도동,경상북도 포항시 남구 중앙로 91번길 16-2 (해도동),36.0212133,129.3673227,2019-08-07
죽도시장 노점 24,,도소매,,죽도동,"경상북도 포항시 북구 장량로87번길 21, 401호(장성동)",36.0841514,129.3900797,2019-08-07
죽도시장 노점 25,,도소매,,죽도동,"경상북도 포항시 북구 중앙로 182번길 4-6, 1002호(죽도동,축복웰빙타운)",36.0291409,129.3672168,2019-08-07
죽도시장 노점 26,,도소매,,죽도동,경상북도 포항시 남구 양학천로150번길 19 (대도동),36.0258811,129.3634377,2019-08-07
죽도시장 노점 27,,도소매,,죽도동,"경상북도 포항시 북구 용흥로 354, 105동 1002호(용흥동, 쌍용아파트)",36.0448867,129.3576328,2019-08-07
죽도시장 노점 28,,도소매,,죽도동,경상북도 포항시 북구 칠성천길 112-2(죽도동),36.0360794,129.3660485,2019-08-07
죽도농산물시장 노점 1,,도소매,,죽도동,"경상북도 포항시 남구 운하로48번길 5, 505호(송도동,동아송림빌라)",36.0289952,129.375239,2019-08-07
죽도농산물시장 노점 2,,도소매,,죽도동,"경상북도 포항시 북구 새마을로 64-1, 107동 104호(용흥동,한라전원주택)",36.0402237,129.3534286,2019-08-07
죽도농산물시장 노점 3,,도소매,,죽도동,경상북도 포항시 북구 장미길32번길 19(학산동),36.0514338,129.3656613,2019-08-07
큰동해시장 노점 1,,,채소,해도동,경상북도 포항시 남구 송림로6번길 51-1 (송도동),36.0316385,129.381637,2019-08-07
큰동해시장 노점 2,,도소매,,해도동,"경상북도 포항시 남구 중앙로 134번길 27, 라동 47호 (해도동)",36.0258068,129.3709535,2019-08-07
